,Year,Location Description,Topic Description,Response,Data Value,Low Confidence Limit,High Confidence Limit,Sample Size,Gender,Legislation Percentage
460,2016,Nebraska,E-Cigarette Use (Adults),Some Days,71.8,63.9,79.7,237,Male,79.4
461,2016,Nebraska,E-Cigarette Use (Adults),Some Days,68.9,59.6,78.2,238,Female,79.4
462,2017,Nevada,E-Cigarette Use (Adults),Every Day,41.5,29.4,53.6,170,Overall,62.6
463,2017,Nevada,E-Cigarette Use (Adults),Every Day,50.8,35.2,66.4,93,Male,62.6
464,2017,Nevada,E-Cigarette Use (Adults),Every Day,26.7,11.4,42.0,77,Female,62.6
465,2017,Nevada,E-Cigarette Use (Adults),Some Days,58.5,46.4,70.6,170,Overall,62.6
466,2017,Nevada,E-Cigarette Use (Adults),Some Days,49.2,33.6,64.8,93,Male,62.6
467,2017,Nevada,E-Cigarette Use (Adults),Some Days,73.3,58.0,88.6,77,Female,62.6
468,2016,Nevada,E-Cigarette Use (Adults),Every Day,41.9,32.3,51.5,208,Overall,62.6
469,2016,Nevada,E-Cigarette Use (Adults),Every Day,43.5,30.2,56.8,102,Male,62.6
470,2016,Nevada,E-Cigarette Use (Adults),Every Day,39.7,26.1,53.3,106,Female,62.6
471,2016,Nevada,E-Cigarette Use (Adults),Some Days,58.1,48.5,67.7,208,Overall,62.6
472,2016,Nevada,E-Cigarette Use (Adults),Some Days,56.5,43.2,69.8,102,Male,62.6
473,2016,Nevada,E-Cigarette Use (Adults),Some Days,60.3,46.7,73.9,106,Female,62.6
474,2018,New Hampshire,E-Cigarette Use (Adults),Every Day,34.7,25.3,44.1,155,Overall,78.3
475,2018,New Hampshire,E-Cigarette Use (Adults),Every Day,38.2,24.7,51.7,73,Male,78.3
476,2018,New Hampshire,E-Cigarette Use (Adults),Every Day,30.2,17.7,42.7,82,Female,78.3
477,2018,New Hampshire,E-Cigarette Use (Adults),Some Days,65.3,55.9,74.7,155,Overall,78.3
478,2018,New Hampshire,E-Cigarette Use (Adults),Some Days,61.8,48.3,75.3,73,Male,78.3
479,2018,New Hampshire,E-Cigarette Use (Adults),Some Days,69.8,57.3,82.3,82,Female,78.3
480,2017,New Hampshire,E-Cigarette Use (Adults),Every Day,31.6,20.1,43.1,133,Overall,78.3
481,2017,New Hampshire,E-Cigarette Use (Adults),Every Day,34.4,18.9,49.9,61,Male,78.3
482,2017,New Hampshire,E-Cigarette Use (Adults),Every Day,27.3,10.0,44.6,72,Female,78.3
483,2017,New Hampshire,E-Cigarette Use (Adults),Some Days,68.4,56.9,79.9,133,Overall,78.3
484,2017,New Hampshire,E-Cigarette Use (Adults),Some Days,65.6,50.1,81.1,61,Male,78.3
485,2017,New Hampshire,E-Cigarette Use (Adults),Some Days,72.7,55.4,90.0,72,Female,78.3
486,2016,New Hampshire,E-Cigarette Use (Adults),Every Day,34.1,24.6,43.6,175,Overall,78.3
487,2016,New Hampshire,E-Cigarette Use (Adults),Every Day,39.6,27.8,51.4,113,Male,78.3
488,2016,New Hampshire,E-Cigarette Use (Adults),Every Day,23.4,9.3,37.5,62,Female,78.3
489,2016,New Hampshire,E-Cigarette Use (Adults),Some Days,65.9,56.4,75.4,175,Overall,78.3
490,2016,New Hampshire,E-Cigarette Use (Adults),Some Days,60.4,48.6,72.2,113,Male,78.3
491,2016,New Hampshire,E-Cigarette Use (Adults),Some Days,76.6,62.5,90.7,62,Female,78.3
492,2017,New Jersey,E-Cigarette Use (Adults),Every Day,29.8,22.6,37.0,334,Overall,81.0
493,2017,New Jersey,E-Cigarette Use (Adults),Every Day,32.1,23.1,41.1,198,Male,81.0
494,2017,New Jersey,E-Cigarette Use (Adults),Every Day,24.9,13.5,36.3,136,Female,81.0
495,2017,New Jersey,E-Cigarette Use (Adults),Some Days,70.2,63.0,77.4,334,Overall,81.0
496,2017,New Jersey,E-Cigarette Use (Adults),Some Days,67.9,58.9,76.9,198,Male,81.0
497,2017,New Jersey,E-Cigarette Use (Adults),Some Days,75.1,63.7,86.5,136,Female,81.0
498,2016,New Jersey,E-Cigarette Use (Adults),Every Day,24.6,16.1,33.1,219,Overall,81.0
499,2016,New Jersey,E-Cigarette Use (Adults),Every Day,25.9,14.0,37.8,111,Male,81.0
500,2016,New Jersey,E-Cigarette Use (Adults),Every Day,22.9,10.9,34.9,108,Female,81.0
501,2016,New Jersey,E-Cigarette Use (Adults),Some Days,75.4,66.9,83.9,219,Overall,81.0
502,2016,New Jersey,E-Cigarette Use (Adults),Some Days,74.1,62.2,86.0,111,Male,81.0
503,2016,New Jersey,E-Cigarette Use (Adults),Some Days,77.1,65.1,89.1,108,Female,81.0
504,2017,New Mexico,E-Cigarette Use (Adults),Every Day,35.6,26.6,44.6,199,Overall,71.5
505,2017,New Mexico,E-Cigarette Use (Adults),Every Day,40.1,28.2,52.0,107,Male,71.5
506,2017,New Mexico,E-Cigarette Use (Adults),Every Day,28.1,15.2,41.0,92,Female,71.5
507,2017,New Mexico,E-Cigarette Use (Adults),Some Days,64.4,55.4,73.4,199,Overall,71.5
508,2017,New Mexico,E-Cigarette Use (Adults),Some Days,59.9,48.0,71.8,107,Male,71.5
509,2017,New Mexico,E-Cigarette Use (Adults),Some Days,71.9,59.0,84.8,92,Female,71.5
510,2016,New Mexico,E-Cigarette Use (Adults),Every Day,31.4,20.7,42.1,179,Overall,71.5
511,2016,New Mexico,E-Cigarette Use (Adults),Every Day,30.9,15.7,46.1,86,Male,71.5
512,2016,New Mexico,E-Cigarette Use (Adults),Every Day,32.1,17.6,46.6,93,Female,71.5
513,2016,New Mexico,E-Cigarette Use (Adults),Some Days,68.6,57.9,79.3,179,Overall,71.5
514,2016,New Mexico,E-Cigarette Use (Adults),Some Days,69.1,53.9,84.3,86,Male,71.5
515,2016,New Mexico,E-Cigarette Use (Adults),Some Days,67.9,53.4,82.4,93,Female,71.5
516,2018,New York,E-Cigarette Use (Adults),Every Day,29.4,25.5,33.3,1420,Overall,80.8
517,2018,New York,E-Cigarette Use (Adults),Every Day,28.9,24.2,33.6,828,Male,80.8
518,2018,New York,E-Cigarette Use (Adults),Every Day,30.4,23.4,37.4,592,Female,80.8
519,2018,New York,E-Cigarette Use (Adults),Some Days,70.6,66.7,74.5,1420,Overall,80.8
520,2018,New York,E-Cigarette Use (Adults),Some Days,71.1,66.4,75.8,828,Male,80.8
521,2018,New York,E-Cigarette Use (Adults),Some Days,69.6,62.6,76.6,592,Female,80.8
522,2017,New York,E-Cigarette Use (Adults),Every Day,28.6,21.0,36.2,344,Overall,80.8
523,2017,New York,E-Cigarette Use (Adults),Every Day,29.3,19.9,38.7,214,Male,80.8
524,2017,New York,E-Cigarette Use (Adults),Every Day,26.9,15.1,38.7,130,Female,80.8
525,2017,New York,E-Cigarette Use (Adults),Some Days,71.4,63.8,79.0,344,Overall,80.8
526,2017,New York,E-Cigarette Use (Adults),Some Days,70.7,61.3,80.1,214,Male,80.8
527,2017,New York,E-Cigarette Use (Adults),Some Days,73.1,61.3,84.9,130,Female,80.8
528,2016,New York,E-Cigarette Use (Adults),Every Day,28.6,23.5,33.7,1060,Overall,80.8
529,2016,New York,E-Cigarette Use (Adults),Every Day,32.5,25.5,39.5,544,Male,80.8
530,2016,New York,E-Cigarette Use (Adults),Every Day,22.1,15.3,28.9,516,Female,80.8
531,2016,New York,E-Cigarette Use (Adults),Some Days,71.4,66.3,76.5,1060,Overall,80.8
532,2016,New York,E-Cigarette Use (Adults),Some Days,67.5,60.5,74.5,544,Male,80.8
533,2016,New York,E-Cigarette Use (Adults),Some Days,77.9,71.1,84.7,516,Female,80.8
534,2018,North Carolina,E-Cigarette Use (Adults),Every Day,44.4,34.3,54.5,154,Overall,81.2
535,2018,North Carolina,E-Cigarette Use (Adults),Every Day,39.2,26.4,52.0,93,Male,81.2
536,2018,North Carolina,E-Cigarette Use (Adults),Every Day,51.8,36.1,67.5,61,Female,81.2
537,2018,North Carolina,E-Cigarette Use (Adults),Some Days,55.6,45.5,65.7,154,Overall,81.2
538,2018,North Carolina,E-Cigarette Use (Adults),Some Days,60.8,48.0,73.6,93,Male,81.2
539,2018,North Carolina,E-Cigarette Use (Adults),Some Days,48.2,32.5,63.9,61,Female,81.2
540,2017,North Carolina,E-Cigarette Use (Adults),Every Day,38.5,28.5,48.5,153,Overall,81.2
541,2017,North Carolina,E-Cigarette Use (Adults),Every Day,40.8,27.3,54.3,78,Male,81.2
542,2017,North Carolina,E-Cigarette Use (Adults),Every Day,35.9,21.1,50.7,75,Female,81.2
543,2017,North Carolina,E-Cigarette Use (Adults),Some Days,61.5,51.5,71.5,153,Overall,81.2
544,2017,North Carolina,E-Cigarette Use (Adults),Some Days,59.2,45.7,72.7,78,Male,81.2
545,2017,North Carolina,E-Cigarette Use (Adults),Some Days,64.1,49.3,78.9,75,Female,81.2
546,2016,North Carolina,E-Cigarette Use (Adults),Every Day,32.2,24.7,39.7,237,Overall,81.2
547,2016,North Carolina,E-Cigarette Use (Adults),Every Day,31.2,21.9,40.5,135,Male,81.2
548,2016,North Carolina,E-Cigarette Use (Adults),Every Day,33.8,21.4,46.2,102,Female,81.2
549,2016,North Carolina,E-Cigarette Use (Adults),Some Days,67.8,60.3,75.3,237,Overall,81.2
550,2016,North Carolina,E-Cigarette Use (Adults),Some Days,68.8,59.5,78.1,135,Male,81.2
551,2016,North Carolina,E-Cigarette Use (Adults),Some Days,66.2,53.8,78.6,102,Female,81.2
552,2018,North Dakota,E-Cigarette Use (Adults),Every Day,41.5,31.9,51.1,156,Overall,88.7
553,2018,North Dakota,E-Cigarette Use (Adults),Every Day,44.3,33.4,55.2,99,Male,88.7
554,2018,North Dakota,E-Cigarette Use (Adults),Every Day,37.1,19.2,55.0,57,Female,88.7
555,2018,North Dakota,E-Cigarette Use (Adults),Some Days,58.5,48.9,68.1,156,Overall,88.7
556,2018,North Dakota,E-Cigarette Use (Adults),Some Days,55.7,44.8,66.6,99,Male,88.7
557,2018,North Dakota,E-Cigarette Use (Adults),Some Days,62.9,45.0,80.8,57,Female,88.7
558,2017,North Dakota,E-Cigarette Use (Adults),Every Day,29.8,20.7,38.9,148,Overall,88.7
559,2017,North Dakota,E-Cigarette Use (Adults),Every Day,28.7,17.5,39.9,86,Male,88.7
560,2017,North Dakota,E-Cigarette Use (Adults),Every Day,31.2,16.2,46.2,62,Female,88.7
561,2017,North Dakota,E-Cigarette Use (Adults),Some Days,70.2,61.1,79.3,148,Overall,88.7
562,2017,North Dakota,E-Cigarette Use (Adults),Some Days,71.3,60.1,82.5,86,Male,88.7
563,2017,North Dakota,E-Cigarette Use (Adults),Some Days,68.8,53.8,83.8,62,Female,88.7
564,2016,North Dakota,E-Cigarette Use (Adults),Every Day,24.3,14.8,33.8,112,Overall,88.7
565,2016,North Dakota,E-Cigarette Use (Adults),Every Day,29.8,15.9,43.7,59,Male,88.7
566,2016,North Dakota,E-Cigarette Use (Adults),Every Day,17.6,6.3,28.9,53,Female,88.7
567,2016,North Dakota,E-Cigarette Use (Adults),Some Days,75.7,66.2,85.2,112,Overall,88.7
568,2016,North Dakota,E-Cigarette Use (Adults),Some Days,70.2,56.3,84.1,59,Male,88.7
569,2016,North Dakota,E-Cigarette Use (Adults),Some Days,82.4,71.1,93.7,53,Female,88.7
570,2018,Ohio,E-Cigarette Use (Adults),Every Day,38.6,31.8,45.4,415,Overall,81.8
571,2018,Ohio,E-Cigarette Use (Adults),Every Day,46.3,36.8,55.8,206,Male,81.8
572,2018,Ohio,E-Cigarette Use (Adults),Every Day,28.5,19.3,37.7,209,Female,81.8
573,2018,Ohio,E-Cigarette Use (Adults),Some Days,61.4,54.6,68.2,415,Overall,81.8
574,2018,Ohio,E-Cigarette Use (Adults),Some Days,53.7,44.2,63.2,206,Male,81.8
575,2018,Ohio,E-Cigarette Use (Adults),Some Days,71.5,62.3,80.7,209,Female,81.8
576,2017,Ohio,E-Cigarette Use (Adults),Every Day,30.6,24.4,36.8,420,Overall,81.8
577,2017,Ohio,E-Cigarette Use (Adults),Every Day,30.6,22.3,38.9,208,Male,81.8
578,2017,Ohio,E-Cigarette Use (Adults),Every Day,30.6,21.5,39.7,212,Female,81.8
579,2017,Ohio,E-Cigarette Use (Adults),Some Days,69.4,63.2,75.6,420,Overall,81.8
580,2017,Ohio,E-Cigarette Use (Adults),Some Days,69.4,61.1,77.7,208,Male,81.8
581,2017,Ohio,E-Cigarette Use (Adults),Some Days,69.4,60.3,78.5,212,Female,81.8
582,2016,Ohio,E-Cigarette Use (Adults),Every Day,28.9,22.9,34.9,457,Overall,81.8
583,2016,Ohio,E-Cigarette Use (Adults),Every Day,33.9,24.6,43.2,189,Male,81.8
584,2016,Ohio,E-Cigarette Use (Adults),Every Day,24.0,16.4,31.6,268,Female,81.8
585,2016,Ohio,E-Cigarette Use (Adults),Some Days,71.1,65.1,77.1,457,Overall,81.8
586,2016,Ohio,E-Cigarette Use (Adults),Some Days,66.1,56.8,75.4,189,Male,81.8
587,2016,Ohio,E-Cigarette Use (Adults),Some Days,76.0,68.4,83.6,268,Female,81.8
588,2017,Oklahoma,E-Cigarette Use (Adults),Every Day,42.2,35.3,49.1,298,Overall,75.9
589,2017,Oklahoma,E-Cigarette Use (Adults),Every Day,43.5,33.6,53.4,139,Male,75.9
590,2017,Oklahoma,E-Cigarette Use (Adults),Every Day,40.5,31.1,49.9,159,Female,75.9
591,2017,Oklahoma,E-Cigarette Use (Adults),Some Days,57.8,50.9,64.7,298,Overall,75.9
592,2017,Oklahoma,E-Cigarette Use (Adults),Some Days,56.5,46.6,66.4,139,Male,75.9
593,2017,Oklahoma,E-Cigarette Use (Adults),Some Days,59.5,50.1,68.9,159,Female,75.9
594,2016,Oklahoma,E-Cigarette Use (Adults),Every Day,40.8,33.3,48.3,295,Overall,75.9
595,2016,Oklahoma,E-Cigarette Use (Adults),Every Day,41.9,30.7,53.1,127,Male,75.9
596,2016,Oklahoma,E-Cigarette Use (Adults),Every Day,39.1,30.0,48.2,168,Female,75.9
597,2016,Oklahoma,E-Cigarette Use (Adults),Some Days,59.2,51.7,66.7,295,Overall,75.9
598,2016,Oklahoma,E-Cigarette Use (Adults),Some Days,58.1,46.9,69.3,127,Male,75.9
599,2016,Oklahoma,E-Cigarette Use (Adults),Some Days,60.9,51.8,70.0,168,Female,75.9
600,2018,Oregon,E-Cigarette Use (Adults),Every Day,45.3,38.0,52.6,241,Overall,83.4
601,2018,Oregon,E-Cigarette Use (Adults),Every Day,51.6,42.4,60.8,137,Male,83.4
602,2018,Oregon,E-Cigarette Use (Adults),Every Day,35.8,24.4,47.2,104,Female,83.4
603,2018,Oregon,E-Cigarette Use (Adults),Some Days,54.7,47.4,62.0,241,Overall,83.4
604,2018,Oregon,E-Cigarette Use (Adults),Some Days,48.4,39.2,57.6,137,Male,83.4
605,2018,Oregon,E-Cigarette Use (Adults),Some Days,64.2,52.8,75.6,104,Female,83.4
606,2017,Oregon,E-Cigarette Use (Adults),Every Day,38.3,29.9,46.7,169,Overall,83.4
607,2017,Oregon,E-Cigarette Use (Adults),Every Day,33.2,22.8,43.6,92,Male,83.4
608,2017,Oregon,E-Cigarette Use (Adults),Every Day,44.5,31.4,57.6,77,Female,83.4
609,2017,Oregon,E-Cigarette Use (Adults),Some Days,61.7,53.3,70.1,169,Overall,83.4
610,2017,Oregon,E-Cigarette Use (Adults),Some Days,66.8,56.4,77.2,92,Male,83.4
611,2017,Oregon,E-Cigarette Use (Adults),Some Days,55.5,42.4,68.6,77,Female,83.4
612,2016,Oregon,E-Cigarette Use (Adults),Every Day,25.7,18.7,32.7,189,Overall,83.4
613,2016,Oregon,E-Cigarette Use (Adults),Every Day,27.0,17.7,36.3,107,Male,83.4
614,2016,Oregon,E-Cigarette Use (Adults),Every Day,23.4,13.1,33.7,82,Female,83.4
615,2016,Oregon,E-Cigarette Use (Adults),Some Days,74.3,67.3,81.3,189,Overall,83.4
616,2016,Oregon,E-Cigarette Use (Adults),Some Days,73.0,63.7,82.3,107,Male,83.4
617,2016,Oregon,E-Cigarette Use (Adults),Some Days,76.6,66.3,86.9,82,Female,83.4
618,2017,Pennsylvania,E-Cigarette Use (Adults),Every Day,32.3,24.7,39.9,240,Overall,83.2
619,2017,Pennsylvania,E-Cigarette Use (Adults),Every Day,32.0,21.9,42.1,126,Male,83.2
620,2017,Pennsylvania,E-Cigarette Use (Adults),Every Day,32.9,21.8,44.0,114,Female,83.2
621,2017,Pennsylvania,E-Cigarette Use (Adults),Some Days,67.7,60.1,75.3,240,Overall,83.2
622,2017,Pennsylvania,E-Cigarette Use (Adults),Some Days,68.0,57.9,78.1,126,Male,83.2
623,2017,Pennsylvania,E-Cigarette Use (Adults),Some Days,67.1,56.0,78.2,114,Female,83.2
624,2016,Pennsylvania,E-Cigarette Use (Adults),Every Day,31.3,24.1,38.5,240,Overall,83.2
625,2016,Pennsylvania,E-Cigarette Use (Adults),Every Day,35.2,24.9,45.5,119,Male,83.2
626,2016,Pennsylvania,E-Cigarette Use (Adults),Every Day,26.5,16.7,36.3,121,Female,83.2
627,2016,Pennsylvania,E-Cigarette Use (Adults),Some Days,68.7,61.5,75.9,240,Overall,83.2
628,2016,Pennsylvania,E-Cigarette Use (Adults),Some Days,64.8,54.5,75.1,119,Male,83.2
629,2016,Pennsylvania,E-Cigarette Use (Adults),Some Days,73.5,63.7,83.3,121,Female,83.2
630,2017,Puerto Rico,E-Cigarette Use (Adults),Every Day,,,,,Overall,
631,2017,Puerto Rico,E-Cigarette Use (Adults),Every Day,,,,,Male,
632,2017,Puerto Rico,E-Cigarette Use (Adults),Every Day,,,,,Female,
633,2017,Puerto Rico,E-Cigarette Use (Adults),Some Days,,,,,Overall,
634,2017,Puerto Rico,E-Cigarette Use (Adults),Some Days,,,,,Male,
635,2017,Puerto Rico,E-Cigarette Use (Adults),Some Days,,,,,Female,
636,2016,Puerto Rico,E-Cigarette Use (Adults),Every Day,,,,,Overall,
637,2016,Puerto Rico,E-Cigarette Use (Adults),Every Day,,,,,Male,
638,2016,Puerto Rico,E-Cigarette Use (Adults),Every Day,,,,,Female,
639,2016,Puerto Rico,E-Cigarette Use (Adults),Some Days,,,,,Overall,
640,2016,Puerto Rico,E-Cigarette Use (Adults),Some Days,,,,,Male,
641,2016,Puerto Rico,E-Cigarette Use (Adults),Some Days,,,,,Female,
642,2018,Rhode Island,E-Cigarette Use (Adults),Every Day,44.5,34.7,54.3,221,Overall,82.2
643,2018,Rhode Island,E-Cigarette Use (Adults),Every Day,38.0,25.9,50.1,110,Male,82.2
644,2018,Rhode Island,E-Cigarette Use (Adults),Every Day,55.8,41.3,70.3,111,Female,82.2
645,2018,Rhode Island,E-Cigarette Use (Adults),Some Days,55.5,45.7,65.3,221,Overall,82.2
646,2018,Rhode Island,E-Cigarette Use (Adults),Some Days,62.0,49.9,74.1,110,Male,82.2
647,2018,Rhode Island,E-Cigarette Use (Adults),Some Days,44.2,29.7,58.7,111,Female,82.2
648,2017,Rhode Island,E-Cigarette Use (Adults),Every Day,43.7,33.1,54.3,180,Overall,82.2
649,2017,Rhode Island,E-Cigarette Use (Adults),Every Day,47.3,32.1,62.5,86,Male,82.2
650,2017,Rhode Island,E-Cigarette Use (Adults),Every Day,39.5,25.0,54.0,94,Female,82.2
651,2017,Rhode Island,E-Cigarette Use (Adults),Some Days,56.3,45.7,66.9,180,Overall,82.2
652,2017,Rhode Island,E-Cigarette Use (Adults),Some Days,52.7,37.5,67.9,86,Male,82.2
653,2017,Rhode Island,E-Cigarette Use (Adults),Some Days,60.5,46.0,75.0,94,Female,82.2
654,2016,Rhode Island,E-Cigarette Use (Adults),Every Day,24.1,15.3,32.9,177,Overall,82.2
655,2016,Rhode Island,E-Cigarette Use (Adults),Every Day,28.1,15.3,40.9,93,Male,82.2
656,2016,Rhode Island,E-Cigarette Use (Adults),Every Day,17.4,7.6,27.2,84,Female,82.2
657,2016,Rhode Island,E-Cigarette Use (Adults),Some Days,75.9,67.1,84.7,177,Overall,82.2
658,2016,Rhode Island,E-Cigarette Use (Adults),Some Days,71.9,59.1,84.7,93,Male,82.2
659,2016,Rhode Island,E-Cigarette Use (Adults),Some Days,82.6,72.8,92.4,84,Female,82.2
660,2017,South Carolina,E-Cigarette Use (Adults),Every Day,39.5,31.6,47.4,290,Overall,72.9
661,2017,South Carolina,E-Cigarette Use (Adults),Every Day,40.8,30.3,51.3,135,Male,72.9
662,2017,South Carolina,E-Cigarette Use (Adults),Every Day,37.9,26.0,49.8,155,Female,72.9
663,2017,South Carolina,E-Cigarette Use (Adults),Some Days,60.5,52.6,68.4,290,Overall,72.9
664,2017,South Carolina,E-Cigarette Use (Adults),Some Days,59.2,48.7,69.7,135,Male,72.9
665,2017,South Carolina,E-Cigarette Use (Adults),Some Days,62.1,50.2,74.0,155,Female,72.9
666,2016,South Carolina,E-Cigarette Use (Adults),Every Day,39.7,32.8,46.6,346,Overall,72.9
667,2016,South Carolina,E-Cigarette Use (Adults),Every Day,47.8,37.8,57.8,149,Male,72.9
668,2016,South Carolina,E-Cigarette Use (Adults),Every Day,30.7,21.7,39.7,197,Female,72.9
669,2016,South Carolina,E-Cigarette Use (Adults),Some Days,60.3,53.4,67.2,346,Overall,72.9
670,2016,South Carolina,E-Cigarette Use (Adults),Some Days,52.2,42.2,62.2,149,Male,72.9
671,2016,South Carolina,E-Cigarette Use (Adults),Some Days,69.3,60.3,78.3,197,Female,72.9
672,2018,South Dakota,E-Cigarette Use (Adults),Every Day,33.3,18.8,47.8,155,Overall,82.2
673,2018,South Dakota,E-Cigarette Use (Adults),Every Day,42.7,23.3,62.1,89,Male,82.2
674,2018,South Dakota,E-Cigarette Use (Adults),Every Day,19.5,3.2,35.8,66,Female,82.2
675,2018,South Dakota,E-Cigarette Use (Adults),Some Days,66.7,52.2,81.2,155,Overall,82.2
676,2018,South Dakota,E-Cigarette Use (Adults),Some Days,57.3,37.9,76.7,89,Male,82.2
677,2018,South Dakota,E-Cigarette Use (Adults),Some Days,80.5,64.2,96.8,66,Female,82.2
678,2017,South Dakota,E-Cigarette Use (Adults),Every Day,33.0,18.5,47.5,130,Overall,82.2
679,2017,South Dakota,E-Cigarette Use (Adults),Every Day,25.0,8.2,41.8,63,Male,82.2
680,2017,South Dakota,E-Cigarette Use (Adults),Every Day,46.4,25.0,67.8,67,Female,82.2
681,2017,South Dakota,E-Cigarette Use (Adults),Some Days,67.0,52.5,81.5,130,Overall,82.2
682,2017,South Dakota,E-Cigarette Use (Adults),Some Days,75.0,58.2,91.8,63,Male,82.2
683,2017,South Dakota,E-Cigarette Use (Adults),Some Days,53.6,32.2,75.0,67,Female,82.2
684,2016,South Dakota,E-Cigarette Use (Adults),Every Day,21.0,10.0,32.0,119,Overall,82.2
685,2016,South Dakota,E-Cigarette Use (Adults),Every Day,18.9,5.3,32.5,55,Male,82.2
686,2016,South Dakota,E-Cigarette Use (Adults),Every Day,23.7,5.9,41.5,64,Female,82.2
687,2016,South Dakota,E-Cigarette Use (Adults),Some Days,79.0,68.0,90.0,119,Overall,82.2
688,2016,South Dakota,E-Cigarette Use (Adults),Some Days,81.1,67.5,94.7,55,Male,82.2
689,2016,South Dakota,E-Cigarette Use (Adults),Some Days,76.3,58.5,94.1,64,Female,82.2
690,2018,Tennessee,E-Cigarette Use (Adults),Every Day,35.1,26.1,44.1,208,Overall,75.4
691,2018,Tennessee,E-Cigarette Use (Adults),Every Day,42.5,29.9,55.1,108,Male,75.4
692,2018,Tennessee,E-Cigarette Use (Adults),Every Day,24.1,14.0,34.2,100,Female,75.4
693,2018,Tennessee,E-Cigarette Use (Adults),Some Days,64.9,55.9,73.9,208,Overall,75.4
694,2018,Tennessee,E-Cigarette Use (Adults),Some Days,57.5,44.9,70.1,108,Male,75.4
695,2018,Tennessee,E-Cigarette Use (Adults),Some Days,75.9,65.8,86.0,100,Female,75.4
696,2017,Tennessee,E-Cigarette Use (Adults),Every Day,33.9,25.8,42.0,252,Overall,75.4
697,2017,Tennessee,E-Cigarette Use (Adults),Every Day,34.7,23.4,46.0,109,Male,75.4
698,2017,Tennessee,E-Cigarette Use (Adults),Every Day,33.3,21.9,44.7,143,Female,75.4
699,2017,Tennessee,E-Cigarette Use (Adults),Some Days,66.1,58.0,74.2,252,Overall,75.4
700,2017,Tennessee,E-Cigarette Use (Adults),Some Days,65.3,54.0,76.6,109,Male,75.4
701,2017,Tennessee,E-Cigarette Use (Adults),Some Days,66.7,55.3,78.1,143,Female,75.4
702,2016,Tennessee,E-Cigarette Use (Adults),Every Day,36.9,28.6,45.2,261,Overall,75.4
703,2016,Tennessee,E-Cigarette Use (Adults),Every Day,37.0,25.5,48.5,131,Male,75.4
704,2016,Tennessee,E-Cigarette Use (Adults),Every Day,36.9,25.4,48.4,130,Female,75.4
705,2016,Tennessee,E-Cigarette Use (Adults),Some Days,63.1,54.8,71.4,261,Overall,75.4
706,2016,Tennessee,E-Cigarette Use (Adults),Some Days,63.0,51.5,74.5,131,Male,75.4
707,2016,Tennessee,E-Cigarette Use (Adults),Some Days,63.1,51.6,74.6,130,Female,75.4
708,2018,Texas,E-Cigarette Use (Adults),Every Day,44.0,34.0,54.0,408,Overall,74.6
709,2018,Texas,E-Cigarette Use (Adults),Every Day,39.5,26.3,52.7,222,Male,74.6
710,2018,Texas,E-Cigarette Use (Adults),Every Day,51.6,37.0,66.2,186,Female,74.6
711,2018,Texas,E-Cigarette Use (Adults),Some Days,56.0,46.0,66.0,408,Overall,74.6
712,2018,Texas,E-Cigarette Use (Adults),Some Days,60.5,47.3,73.7,222,Male,74.6
713,2018,Texas,E-Cigarette Use (Adults),Some Days,48.4,33.8,63.0,186,Female,74.6
714,2017,Texas,E-Cigarette Use (Adults),Every Day,30.3,22.3,38.3,344,Overall,74.6
715,2017,Texas,E-Cigarette Use (Adults),Every Day,27.8,17.5,38.1,174,Male,74.6
716,2017,Texas,E-Cigarette Use (Adults),Every Day,33.5,21.0,46.0,170,Female,74.6
717,2017,Texas,E-Cigarette Use (Adults),Some Days,69.7,61.7,77.7,344,Overall,74.6
718,2017,Texas,E-Cigarette Use (Adults),Some Days,72.2,61.9,82.5,174,Male,74.6
719,2017,Texas,E-Cigarette Use (Adults),Some Days,66.5,54.0,79.0,170,Female,74.6
720,2016,Texas,E-Cigarette Use (Adults),Every Day,38.7,30.4,47.0,357,Overall,74.6
721,2016,Texas,E-Cigarette Use (Adults),Every Day,40.3,29.8,50.8,199,Male,74.6
722,2016,Texas,E-Cigarette Use (Adults),Every Day,34.8,22.0,47.6,158,Female,74.6
723,2016,Texas,E-Cigarette Use (Adults),Some Days,61.3,53.0,69.6,357,Overall,74.6
724,2016,Texas,E-Cigarette Use (Adults),Some Days,59.7,49.2,70.2,199,Male,74.6
725,2016,Texas,E-Cigarette Use (Adults),Some Days,65.2,52.4,78.0,158,Female,74.6
726,2018,Utah,E-Cigarette Use (Adults),Every Day,48.3,42.8,53.8,469,Overall,80.2
727,2018,Utah,E-Cigarette Use (Adults),Every Day,48.2,41.3,55.1,282,Male,80.2
728,2018,Utah,E-Cigarette Use (Adults),Every Day,48.4,39.6,57.2,187,Female,80.2
729,2018,Utah,E-Cigarette Use (Adults),Some Days,51.7,46.2,57.2,469,Overall,80.2
730,2018,Utah,E-Cigarette Use (Adults),Some Days,51.8,44.9,58.7,282,Male,80.2
731,2018,Utah,E-Cigarette Use (Adults),Some Days,51.6,42.8,60.4,187,Female,80.2
732,2017,Utah,E-Cigarette Use (Adults),Every Day,46.8,40.7,52.9,376,Overall,80.2
733,2017,Utah,E-Cigarette Use (Adults),Every Day,50.7,43.1,58.3,233,Male,80.2
734,2017,Utah,E-Cigarette Use (Adults),Every Day,40.4,30.3,50.5,143,Female,80.2
